image,ADI,BACK,LYM,STR,DEB,MUC,TUM,MUS,NORM
BACK-IHKKEGQK,0,1,0,0,0,0,0,0,0
TUM-NAGKRKIG,0,0,0,0,0,0,1,0,0
LYM-VCANALEH,0,0,1,0,0,0,0,0,0
MUC-CALFRKQL,0,0,0,0,0,1,0,0,0
STR-QVIMVTHD,0,0,0,1,0,0,0,0,0
MUS-EFFPRAKK,0,0,0,0,0,0,0,1,0
ADI-NYPFTMQA,1,0,0,0,0,0,0,0,0
DEB-KSSNEYIK,0,0,0,0,1,0,0,0,0
TUM-MTVDGCME,0,0,0,0,0,0,1,0,0
BACK-DTQMCADS,0,1,0,0,0,0,0,0,0
NORM-DYVGNDKG,0,0,0,0,0,0,0,0,1
LYM-WMYMREHF,0,0,1,0,0,0,0,0,0
MUS-EPSMGDVT,0,0,0,0,0,0,0,1,0
STR-VLWELCMP,0,0,0,1,0,0,0,0,0
TUM-KPKGDAKD,0,0,0,0,0,0,1,0,0
MUC-ERHSHSIS,0,0,0,0,0,1,0,0,0
ADI-NGCKKESA,1,0,0,0,0,0,0,0,0
DEB-STGCLRII,0,0,0,0,1,0,0,0,0
BACK-KKEVWQYY,0,1,0,0,0,0,0,0,0
MUS-TANMTWQY,0,0,0,0,0,0,0,1,0
LYM-SSPSWYSE,0,0,1,0,0,0,0,0,0
TUM-NGFAEAGK,0,0,0,0,0,0,1,0,0
STR-KIAKCADW,0,0,0,1,0,0,0,0,0
NORM-AYINPGYC,0,0,0,0,0,0,0,0,1
DEB-FCWPLWGL,0,0,0,0,1,0,0,0,0
ADI-FAGRQCPP,1,0,0,0,0,0,0,0,0
MUC-TPKRSTPA,0,0,0,0,0,1,0,0,0
MUS-VLVNTNRR,0,0,0,0,0,0,0,1,0
TUM-GCMWFYNP,0,0,0,0,0,0,1,0,0
LYM-KQCQRGEF,0,0,1,0,0,0,0,0,0
BACK-EKNPRSVC,0,1,0,0,0,0,0,0,0
STR-FNHAAFHR,0,0,0,1,0,0,0,0,0
DEB-PNVTKTSV,0,0,0,0,1,0,0,0,0
NORM-FRPEDAWY,0,0,0,0,0,0,0,0,1
MUS-CQDIIYAD,0,0,0,0,0,0,0,1,0
ADI-PCHQYSVR,1,0,0,0,0,0,0,0,0
TUM-MATSNIFQ,0,0,0,0,0,0,1,0,0
LYM-TTMQHDIK,0,0,1,0,0,0,0,0,0
MUC-MQEPSDNE,0,0,0,0,0,1,0,0,0
BACK-HEQGRRFA,0,1,0,0,0,0,0,0,0
STR-GAAAQCGH,0,0,0,1,0,0,0,0,0
MUS-CIVWVYYP,0,0,0,0,0,0,0,1,0
DEB-FREMDIGT,0,0,0,0,1,0,0,0,0
TUM-NRIRLTLS,0,0,0,0,0,0,1,0,0
ADI-PYTWWFAI,1,0,0,0,0,0,0,0,0
NORM-LTMCGREM,0,0,0,0,0,0,0,0,1
LYM-DNVQHYFC,0,0,1,0,0,0,0,0,0
BACK-CPLDAGVW,0,1,0,0,0,0,0,0,0
MUC-FRYWYIPR,0,0,0,0,0,1,0,0,0
TUM-NVHAVADK,0,0,0,0,0,0,1,0,0
MUS-CYFHRWKV,0,0,0,0,0,0,0,1,0
DEB-DMGAHTYR,0,0,0,0,1,0,0,0,0
STR-QDPRHEKE,0,0,0,1,0,0,0,0,0
ADI-QYQPTDAT,1,0,0,0,0,0,0,0,0
LYM-IHQSLRGG,0,0,1,0,0,0,0,0,0
TUM-RWQLTSIE,0,0,0,0,0,0,1,0,0
MUS-IKLCGHWR,0,0,0,0,0,0,0,1,0
BACK-HPTVLVET,0,1,0,0,0,0,0,0,0
NORM-KMTMCPEG,0,0,0,0,0,0,0,0,1
DEB-GLFWCWWC,0,0,0,0,1,0,0,0,0
MUC-KRIWHSCV,0,0,0,0,0,1,0,0,0
STR-LAHFFMEM,0,0,0,1,0,0,0,0,0
LYM-CIMVSRCE,0,0,1,0,0,0,0,0,0
TUM-LAWGPKRT,0,0,0,0,0,0,1,0,0
ADI-CERPPLET,1,0,0,0,0,0,0,0,0
MUS-SDMCASNW,0,0,0,0,0,0,0,1,0
BACK-DWEGIPWK,0,1,0,0,0,0,0,0,0
DEB-CDVMSHRM,0,0,0,0,1,0,0,0,0
NORM-CPKLWQIM,0,0,0,0,0,0,0,0,1
TUM-KMSCIKCN,0,0,0,0,0,0,1,0,0
STR-QYYVARPD,0,0,0,1,0,0,0,0,0
MUS-EETQQSHW,0,0,0,0,0,0,0,1,0
LYM-FQSRDRCA,0,0,1,0,0,0,0,0,0
MUC-DWLDSMAT,0,0,0,0,0,1,0,0,0
ADI-MDSDQFEK,1,0,0,0,0,0,0,0,0
BACK-CPCSVEMD,0,1,0,0,0,0,0,0,0
DEB-HKVQLGPR,0,0,0,0,1,0,0,0,0
TUM-EDNLVCFK,0,0,0,0,0,0,1,0,0
MUS-HDKYDFNW,0,0,0,0,0,0,0,1,0
STR-PMVITRIT,0,0,0,1,0,0,0,0,0
LYM-VGYCPLYN,0,0,1,0,0,0,0,0,0
NORM-CPLQWCYR,0,0,0,0,0,0,0,0,1
ADI-ECAGAFRN,1,0,0,0,0,0,0,0,0
MUC-FKNNNLYD,0,0,0,0,0,1,0,0,0
TUM-ENNDNKQP,0,0,0,0,0,0,1,0,0
DEB-ELSAQVQY,0,0,0,0,1,0,0,0,0
BACK-GDFYALIS,0,1,0,0,0,0,0,0,0
MUS-GPMDELYF,0,0,0,0,0,0,0,1,0
LYM-CSEQQQNA,0,0,1,0,0,0,0,0,0
STR-PRDQETWG,0,0,0,1,0,0,0,0,0
TUM-CNKWLIAR,0,0,0,0,0,0,1,0,0
NORM-KVSKSNFP,0,0,0,0,0,0,0,0,1
ADI-RLTCKRAY,1,0,0,0,0,0,0,0,0
MUS-EWDAKYMF,0,0,0,0,0,0,0,1,0
DEB-SHESCFRP,0,0,0,0,1,0,0,0,0
MUC-LYNIGCNI,0,0,0,0,0,1,0,0,0
BACK-DIKEHTTD,0,1,0,0,0,0,0,0,0
LYM-CFFSMHLK,0,0,1,0,0,0,0,0,0
TUM-PAYLNDIS,0,0,0,0,0,0,1,0,0
STR-EYDMGKWD,0,0,0,1,0,0,0,0,0
MUS-CMILQACD,0,0,0,0,0,0,0,1,0
ADI-HQGEELCV,1,0,0,0,0,0,0,0,0
DEB-RSHGIRWP,0,0,0,0,1,0,0,0,0
NORM-DCIWRGVH,0,0,0,0,0,0,0,0,1
BACK-MVQHTDHG,0,1,0,0,0,0,0,0,0
TUM-GMMCEKKA,0,0,0,0,0,0,1,0,0
MUC-DHEYPDSR,0,0,0,0,0,1,0,0,0
LYM-FMPIYFNL,0,0,1,0,0,0,0,0,0
MUS-VKNVCELG,0,0,0,0,0,0,0,1,0
STR-YEIADRKP,0,0,0,1,0,0,0,0,0
ADI-MYSSELML,1,0,0,0,0,0,0,0,0
DEB-YQHWQVNR,0,0,0,0,1,0,0,0,0
TUM-CIISMKCH,0,0,0,0,0,0,1,0,0
BACK-IFMFQDFK,0,1,0,0,0,0,0,0,0
NORM-YPKFIVAR,0,0,0,0,0,0,0,0,1
LYM-GFNAMPNY,0,0,1,0,0,0,0,0,0
MUS-EIKVYEPE,0,0,0,0,0,0,0,1,0
MUC-QDQTTIVQ,0,0,0,0,0,1,0,0,0
STR-WRCLHSKN,0,0,0,1,0,0,0,0,0
TUM-PESWMMFS,0,0,0,0,0,0,1,0,0
DEB-EDGGDFMS,0,0,0,0,1,0,0,0,0
ADI-FAMSQCPW,1,0,0,0,0,0,0,0,0
MUS-NIHYIVLP,0,0,0,0,0,0,0,1,0
LYM-PFRMGDMM,0,0,1,0,0,0,0,0,0
BACK-LITCAYED,0,1,0,0,0,0,0,0,0
NORM-QDGVKNYY,0,0,0,0,0,0,0,0,1
TUM-ALHNQSMY,0,0,0,0,0,0,1,0,0
STR-MIGFQGDT,0,0,0,1,0,0,0,0,0
MUC-AYAIHEPM,0,0,0,0,0,1,0,0,0
DEB-TLVPDAPK,0,0,0,0,1,0,0,0,0
ADI-IMMFNYVM,1,0,0,0,0,0,0,0,0
MUS-LPAPLHTS,0,0,0,0,0,0,0,1,0
LYM-FIVMWAQW,0,0,1,0,0,0,0,0,0
TUM-LVRYKWPC,0,0,0,0,0,0,1,0,0
BACK-FHRQGIVN,0,1,0,0,0,0,0,0,0
NORM-SMWCFLIR,0,0,0,0,0,0,0,0,1
STR-GKDVQHGE,0,0,0,1,0,0,0,0,0
DEB-QLTNHCHF,0,0,0,0,1,0,0,0,0
MUS-QAYFGEEV,0,0,0,0,0,0,0,1,0
MUC-HVSKTDAE,0,0,0,0,0,1,0,0,0
ADI-NNVRMTRC,1,0,0,0,0,0,0,0,0
TUM-IHCIGNKF,0,0,0,0,0,0,1,0,0
LYM-GGDGLNVL,0,0,1,0,0,0,0,0,0
BACK-APEERQCL,0,1,0,0,0,0,0,0,0
MUS-KHVDNIMH,0,0,0,0,0,0,0,1,0
DEB-AHNNGELE,0,0,0,0,1,0,0,0,0
STR-SRAIVPFA,0,0,0,1,0,0,0,0,0
TUM-THFPCPIA,0,0,0,0,0,0,1,0,0
NORM-FCLNVEPQ,0,0,0,0,0,0,0,0,1
LYM-DCRICWFV,0,0,1,0,0,0,0,0,0
ADI-PFTTQELE,1,0,0,0,0,0,0,0,0
MUC-KGAIVCNM,0,0,0,0,0,1,0,0,0
BACK-ITNNRINC,0,1,0,0,0,0,0,0,0
MUS-MTCNWKPH,0,0,0,0,0,0,0,1,0
TUM-MEFIFDFL,0,0,0,0,0,0,1,0,0
DEB-IWENYCER,0,0,0,0,1,0,0,0,0
STR-WLEEARLL,0,0,0,1,0,0,0,0,0
LYM-MGTCTKTM,0,0,1,0,0,0,0,0,0
ADI-PYKYRKAD,1,0,0,0,0,0,0,0,0
MUS-PSWAFMID,0,0,0,0,0,0,0,1,0
NORM-ISKAPHFH,0,0,0,0,0,0,0,0,1
TUM-ESKWMEYL,0,0,0,0,0,0,1,0,0
BACK-HDFAFGGQ,0,1,0,0,0,0,0,0,0
MUC-MKYHHKSA,0,0,0,0,0,1,0,0,0
DEB-NKLFNYNA,0,0,0,0,1,0,0,0,0
STR-IQGLDQFP,0,0,0,1,0,0,0,0,0
LYM-VILIIKPS,0,0,1,0,0,0,0,0,0
MUS-LQMENLHY,0,0,0,0,0,0,0,1,0
TUM-EKIFWCNG,0,0,0,0,0,0,1,0,0
ADI-EHPWNSRG,1,0,0,0,0,0,0,0,0
BACK-HFLNNMIN,0,1,0,0,0,0,0,0,0
NORM-VQRKSHVY,0,0,0,0,0,0,0,0,1
DEB-KRKMISGI,0,0,0,0,1,0,0,0,0
MUC-RTPQMHEF,0,0,0,0,0,1,0,0,0
MUS-FTYMRSIS,0,0,0,0,0,0,0,1,0
TUM-TCCIFEAA,0,0,0,0,0,0,1,0,0
LYM-NGLHYPEC,0,0,1,0,0,0,0,0,0
STR-HEVWMCRM,0,0,0,1,0,0,0,0,0
ADI-DVSNIACY,1,0,0,0,0,0,0,0,0
BACK-HCWNTAFR,0,1,0,0,0,0,0,0,0
DEB-IVCFFTEW,0,0,0,0,1,0,0,0,0
TUM-PYGEPQGW,0,0,0,0,0,0,1,0,0
MUS-QPAPQEVQ,0,0,0,0,0,0,0,1,0
LYM-STHMGWLW,0,0,1,0,0,0,0,0,0
NORM-YRSLRKIP,0,0,0,0,0,0,0,0,1
MUC-APDLTGCN,0,0,0,0,0,1,0,0,0
STR-CGGLSTDI,0,0,0,1,0,0,0,0,0
ADI-PSIVWGFD,1,0,0,0,0,0,0,0,0
TUM-GHGSWLVF,0,0,0,0,0,0,1,0,0
MUS-KKIRSSYD,0,0,0,0,0,0,0,1,0
BACK-FGFSEIFE,0,1,0,0,0,0,0,0,0
DEB-TMPHSQGR,0,0,0,0,1,0,0,0,0
LYM-NIFPDIPV,0,0,1,0,0,0,0,0,0
NORM-WIQKFYEN,0,0,0,0,0,0,0,0,1
STR-GYTWNFLW,0,0,0,1,0,0,0,0,0
TUM-NHEPCVLI,0,0,0,0,0,0,1,0,0
MUC-GFVTIKCD,0,0,0,0,0,1,0,0,0
MUS-CRFKVSWD,0,0,0,0,0,0,0,1,0
ADI-MVYAEHWT,1,0,0,0,0,0,0,0,0
DEB-PKENGGYK,0,0,0,0,1,0,0,0,0
BACK-MPSEIKGP,0,1,0,0,0,0,0,0,0
LYM-QAHTDRYM,0,0,1,0,0,0,0,0,0
TUM-QNYCNKVW,0,0,0,0,0,0,1,0,0
STR-PGCVCTLH,0,0,0,1,0,0,0,0,0
MUS-NWLMLCDV,0,0,0,0,0,0,0,1,0
NORM-ETYKENDS,0,0,0,0,0,0,0,0,1
ADI-FKICHSAM,1,0,0,0,0,0,0,0,0
DEB-QIKGHPTF,0,0,0,0,1,0,0,0,0
MUC-KDVTGCTQ,0,0,0,0,0,1,0,0,0
BACK-IPPYCGDK,0,1,0,0,0,0,0,0,0
LYM-MPTHLSAL,0,0,1,0,0,0,0,0,0
TUM-FLVVDCEA,0,0,0,0,0,0,1,0,0
MUS-NWGQSVAD,0,0,0,0,0,0,0,1,0
STR-DTKMSFSL,0,0,0,1,0,0,0,0,0
ADI-CPWRFFAI,1,0,0,0,0,0,0,0,0
DEB-FRLSCKAQ,0,0,0,0,1,0,0,0,0
TUM-CITSNLRF,0,0,0,0,0,0,1,0,0
LYM-TVRWLELY,0,0,1,0,0,0,0,0,0
NORM-KTETEIIL,0,0,0,0,0,0,0,0,1
BACK-PCPLTFKQ,0,1,0,0,0,0,0,0,0
MUS-NTRCYTEV,0,0,0,0,0,0,0,1,0
MUC-IGPEYHAI,0,0,0,0,0,1,0,0,0
STR-ARIKVVHS,0,0,0,1,0,0,0,0,0
TUM-WGHERLCS,0,0,0,0,0,0,1,0,0
DEB-WADHLGNF,0,0,0,0,1,0,0,0,0
ADI-MSGIGWYC,1,0,0,0,0,0,0,0,0
MUS-DSVSKLKN,0,0,0,0,0,0,0,1,0
LYM-FMVQQQNH,0,0,1,0,0,0,0,0,0
BACK-KYPWTPEK,0,1,0,0,0,0,0,0,0
NORM-KINTSKIF,0,0,0,0,0,0,0,0,1
MUC-YYGLHAWI,0,0,0,0,0,1,0,0,0
TUM-VLCLCAPV,0,0,0,0,0,0,1,0,0
STR-IQDESMPK,0,0,0,1,0,0,0,0,0
DEB-SDNFGCDN,0,0,0,0,1,0,0,0,0
MUS-GPIPFFYF,0,0,0,0,0,0,0,1,0
LYM-FLWMIVRL,0,0,1,0,0,0,0,0,0
ADI-LYYELELR,1,0,0,0,0,0,0,0,0
BACK-MWMANLHL,0,1,0,0,0,0,0,0,0
TUM-NVKLPVTT,0,0,0,0,0,0,1,0,0
NORM-ANGVRLIR,0,0,0,0,0,0,0,0,1
MUS-DAWKHGCY,0,0,0,0,0,0,0,1,0
MUC-SNWSNTWT,0,0,0,0,0,1,0,0,0
DEB-PPTETIVC,0,0,0,0,1,0,0,0,0
STR-QYQIMWMD,0,0,0,1,0,0,0,0,0
LYM-AFRPKKGR,0,0,1,0,0,0,0,0,0
TUM-RHVFMVIS,0,0,0,0,0,0,1,0,0
ADI-DKRKQQFC,1,0,0,0,0,0,0,0,0
BACK-MSDDDRGC,0,1,0,0,0,0,0,0,0
MUS-KDTQGANN,0,0,0,0,0,0,0,1,0
DEB-HDHIQWMY,0,0,0,0,1,0,0,0,0
TUM-MYKLLELI,0,0,0,0,0,0,1,0,0
STR-ERDMCWAG,0,0,0,1,0,0,0,0,0
LYM-FCQISSWC,0,0,1,0,0,0,0,0,0
NORM-KMDECQDQ,0,0,0,0,0,0,0,0,1
MUC-EPKRKKPH,0,0,0,0,0,1,0,0,0
ADI-MERKIRES,1,0,0,0,0,0,0,0,0
MUS-ITEVNQPS,0,0,0,0,0,0,0,1,0
BACK-KTFPQTHD,0,1,0,0,0,0,0,0,0
TUM-FLWRDLTP,0,0,0,0,0,0,1,0,0
DEB-QPLNAKDK,0,0,0,0,1,0,0,0,0
LYM-HLKMYIIS,0,0,1,0,0,0,0,0,0
STR-EMTPFENM,0,0,0,1,0,0,0,0,0
MUS-DHFMSKCT,0,0,0,0,0,0,0,1,0
ADI-MHKMIAPP,1,0,0,0,0,0,0,0,0
NORM-RSLHYGYA,0,0,0,0,0,0,0,0,1
MUC-NPQHRYQH,0,0,0,0,0,1,0,0,0
TUM-MHARFGTR,0,0,0,0,0,0,1,0,0
BACK-HSITQVWQ,0,1,0,0,0,0,0,0,0
DEB-IAWDVIEE,0,0,0,0,1,0,0,0,0
LYM-INNIPYFL,0,0,1,0,0,0,0,0,0
MUS-RWCWGLHK,0,0,0,0,0,0,0,1,0
STR-LCENRPLR,0,0,0,1,0,0,0,0,0
TUM-PQHMQAGS,0,0,0,0,0,0,1,0,0
ADI-AGYLIIEV,1,0,0,0,0,0,0,0,0
NORM-GTICNWWY,0,0,0,0,0,0,0,0,1
BACK-HYSKATKR,0,1,0,0,0,0,0,0,0
MUC-ANQRWSCE,0,0,0,0,0,1,0,0,0
DEB-TTDLNHHY,0,0,0,0,1,0,0,0,0
MUS-RMHHCIRI,0,0,0,0,0,0,0,1,0
LYM-DLEHQYSA,0,0,1,0,0,0,0,0,0
TUM-TMQCATAG,0,0,0,0,0,0,1,0,0
STR-PDAKLTTG,0,0,0,1,0,0,0,0,0
ADI-FNHFLLST,1,0,0,0,0,0,0,0,0
BACK-LQHEILDG,0,1,0,0,0,0,0,0,0
MUS-HFPTIHSE,0,0,0,0,0,0,0,1,0
DEB-PKKQKGRF,0,0,0,0,1,0,0,0,0
TUM-MSDRKKNQ,0,0,0,0,0,0,1,0,0
LYM-HQWSTSCY,0,0,1,0,0,0,0,0,0
NORM-GVEHLSFW,0,0,0,0,0,0,0,0,1
MUC-ANFITCTG,0,0,0,0,0,1,0,0,0
STR-KGGFVTCQ,0,0,0,1,0,0,0,0,0
ADI-CPFIILRT,1,0,0,0,0,0,0,0,0
MUS-HFHKSSTD,0,0,0,0,0,0,0,1,0
TUM-PDCMKHFF,0,0,0,0,0,0,1,0,0
BACK-HHADGERH,0,1,0,0,0,0,0,0,0
DEB-ISCGHFRN,0,0,0,0,1,0,0,0,0
LYM-LIYKHPMH,0,0,1,0,0,0,0,0,0
NORM-SYRMAWVD,0,0,0,0,0,0,0,0,1
MUC-AKWASKNQ,0,0,0,0,0,1,0,0,0
STR-DRFDLWNM,0,0,0,1,0,0,0,0,0
MUS-VFTVNWQA,0,0,0,0,0,0,0,1,0
TUM-HSRFVLYN,0,0,0,0,0,0,1,0,0
ADI-KLVNMNCA,1,0,0,0,0,0,0,0,0
DEB-AWDSRSSA,0,0,0,0,1,0,0,0,0
LYM-DDEHCSME,0,0,1,0,0,0,0,0,0
BACK-MPNTWWMY,0,1,0,0,0,0,0,0,0
TUM-MLDQADMI,0,0,0,0,0,0,1,0,0
MUS-CRIWCHCS,0,0,0,0,0,0,0,1,0
NORM-GEFKWIKP,0,0,0,0,0,0,0,0,1
STR-RHTCAFMA,0,0,0,1,0,0,0,0,0
MUC-QRCNGSAA,0,0,0,0,0,1,0,0,0
ADI-ECWCFICT,1,0,0,0,0,0,0,0,0
DEB-YCMDEHSN,0,0,0,0,1,0,0,0,0
LYM-QNSRAQYG,0,0,1,0,0,0,0,0,0
BACK-HGPQNPKQ,0,1,0,0,0,0,0,0,0
TUM-RFFSFHTN,0,0,0,0,0,0,1,0,0
MUS-QGWCAISY,0,0,0,0,0,0,0,1,0
STR-NGEVHICI,0,0,0,1,0,0,0,0,0
NORM-TNIKKKVQ,0,0,0,0,0,0,0,0,1
DEB-GCNEYMTL,0,0,0,0,1,0,0,0,0
ADI-NQNRGPFV,1,0,0,0,0,0,0,0,0
LYM-QITNDKPN,0,0,1,0,0,0,0,0,0
TUM-CAVPMRIL,0,0,0,0,0,0,1,0,0
MUC-EGKKCGFP,0,0,0,0,0,1,0,0,0
MUS-QMSVENKT,0,0,0,0,0,0,0,1,0
BACK-PAQIHIIN,0,1,0,0,0,0,0,0,0
STR-AWTTYTHC,0,0,0,1,0,0,0,0,0
TUM-FAVSAGSA,0,0,0,0,0,0,1,0,0
DEB-FMIDMEEI,0,0,0,0,1,0,0,0,0
LYM-IHGFKFNH,0,0,1,0,0,0,0,0,0
MUS-SIHMSWNF,0,0,0,0,0,0,0,1,0
ADI-LFSFQVGD,1,0,0,0,0,0,0,0,0
BACK-KQRICQLI,0,1,0,0,0,0,0,0,0
NORM-QGDDEGAN,0,0,0,0,0,0,0,0,1
MUC-YMIWDKPP,0,0,0,0,0,1,0,0,0
TUM-SPKQCIFF,0,0,0,0,0,0,1,0,0
MUS-NITRTQLL,0,0,0,0,0,0,0,1,0
LYM-GKGGYLNW,0,0,1,0,0,0,0,0,0
DEB-SNVVISWC,0,0,0,0,1,0,0,0,0
STR-FSWLPWQQ,0,0,0,1,0,0,0,0,0
ADI-LMPAFSNF,1,0,0,0,0,0,0,0,0
BACK-HHCNDKNF,0,1,0,0,0,0,0,0,0
TUM-VMLNASQD,0,0,0,0,0,0,1,0,0
MUC-IAQHSYQH,0,0,0,0,0,1,0,0,0
NORM-LHTQAMRR,0,0,0,0,0,0,0,0,1
MUS-HDKLFRAL,0,0,0,0,0,0,0,1,0
LYM-YFISVCEC,0,0,1,0,0,0,0,0,0
DEB-DLHDIQMI,0,0,0,0,1,0,0,0,0
STR-FMFVKGMY,0,0,0,1,0,0,0,0,0
TUM-VCMKDCEA,0,0,0,0,0,0,1,0,0
ADI-LVFFGYEE,1,0,0,0,0,0,0,0,0
BACK-CGHPRTKH,0,1,0,0,0,0,0,0,0
MUS-IKECKPGN,0,0,0,0,0,0,0,1,0
MUC-PKTQRQVH,0,0,0,0,0,1,0,0,0
LYM-GVCLCCCV,0,0,1,0,0,0,0,0,0
DEB-RFTEILKK,0,0,0,0,1,0,0,0,0
NORM-WCAAWAHQ,0,0,0,0,0,0,0,0,1
TUM-QIYLILEG,0,0,0,0,0,0,1,0,0
STR-NLQIVMIQ,0,0,0,1,0,0,0,0,0
MUS-QIEMHLWW,0,0,0,0,0,0,0,1,0
ADI-CDLTWVEY,1,0,0,0,0,0,0,0,0
BACK-MMSLRVFF,0,1,0,0,0,0,0,0,0
TUM-ETMTHSTW,0,0,0,0,0,0,1,0,0
LYM-KYHAVQNG,0,0,1,0,0,0,0,0,0
DEB-RCYKLHCP,0,0,0,0,1,0,0,0,0
MUC-PHADVTKR,0,0,0,0,0,1,0,0,0
MUS-DHQVVGNY,0,0,0,0,0,0,0,1,0
STR-ELVGRFMM,0,0,0,1,0,0,0,0,0
NORM-HFWCCTRS,0,0,0,0,0,0,0,0,1
ADI-CGYACESE,1,0,0,0,0,0,0,0,0
TUM-DICTKVEW,0,0,0,0,0,0,1,0,0
BACK-CYITLSCL,0,1,0,0,0,0,0,0,0
LYM-APTLAVII,0,0,1,0,0,0,0,0,0
DEB-GLHLRPRE,0,0,0,0,1,0,0,0,0
MUS-HMMNQLLN,0,0,0,0,0,0,0,1,0
STR-SCPNSFSV,0,0,0,1,0,0,0,0,0
TUM-TWGDWKCQ,0,0,0,0,0,0,1,0,0
MUC-LCNEYTHC,0,0,0,0,0,1,0,0,0
ADI-PREILHCG,1,0,0,0,0,0,0,0,0
NORM-EAYWYLVH,0,0,0,0,0,0,0,0,1
BACK-IRRWVWYA,0,1,0,0,0,0,0,0,0
LYM-TAVVWCHS,0,0,1,0,0,0,0,0,0
MUS-DQFCAFII,0,0,0,0,0,0,0,1,0
DEB-IQYCDCQW,0,0,0,0,1,0,0,0,0
TUM-GCAIKGVQ,0,0,0,0,0,0,1,0,0
STR-NAQVQDAR,0,0,0,1,0,0,0,0,0
ADI-GVTWYNEP,1,0,0,0,0,0,0,0,0
MUS-EKFYLFSM,0,0,0,0,0,0,0,1,0
BACK-MCMTVWPR,0,1,0,0,0,0,0,0,0
MUC-FLADDFPE,0,0,0,0,0,1,0,0,0
LYM-DGIREVWN,0,0,1,0,0,0,0,0,0
DEB-TRCRFMGH,0,0,0,0,1,0,0,0,0
NORM-LLVDMWTA,0,0,0,0,0,0,0,0,1
TUM-QCTQEIQQ,0,0,0,0,0,0,1,0,0
STR-SKWQAREQ,0,0,0,1,0,0,0,0,0
MUS-RERGCYDD,0,0,0,0,0,0,0,1,0
ADI-KIKGLRGM,1,0,0,0,0,0,0,0,0
TUM-MRRDWQLP,0,0,0,0,0,0,1,0,0
LYM-KWTSMNWD,0,0,1,0,0,0,0,0,0
BACK-EYRHEMKV,0,1,0,0,0,0,0,0,0
DEB-YSYMIEPN,0,0,0,0,1,0,0,0,0
MUC-PEPKPQCR,0,0,0,0,0,1,0,0,0
NORM-CSYRLPLH,0,0,0,0,0,0,0,0,1
MUS-AATIFRMS,0,0,0,0,0,0,0,1,0
TUM-AIREFFIV,0,0,0,0,0,0,1,0,0
STR-GYILQGWN,0,0,0,1,0,0,0,0,0
ADI-GFYANEDR,1,0,0,0,0,0,0,0,0
LYM-MHGEVKAP,0,0,1,0,0,0,0,0,0
DEB-GWKCVEQM,0,0,0,0,1,0,0,0,0
BACK-KDAWLYIN,0,1,0,0,0,0,0,0,0
MUS-CWCDLMHI,0,0,0,0,0,0,0,1,0
MUC-VDRREDNL,0,0,0,0,0,1,0,0,0
TUM-MPGQARHY,0,0,0,0,0,0,1,0,0
NORM-SYRLTYVY,0,0,0,0,0,0,0,0,1
STR-VGVVSTEG,0,0,0,1,0,0,0,0,0
LYM-RVCNRMFW,0,0,1,0,0,0,0,0,0
ADI-AYAAPLLL,1,0,0,0,0,0,0,0,0
DEB-AMKLKPWM,0,0,0,0,1,0,0,0,0
BACK-HPANECHM,0,1,0,0,0,0,0,0,0
MUS-LKGRLVIK,0,0,0,0,0,0,0,1,0
TUM-PCCYRVSN,0,0,0,0,0,0,1,0,0
MUC-DYNRGTHN,0,0,0,0,0,1,0,0,0
NORM-IRFPCWLH,0,0,0,0,0,0,0,0,1
LYM-LGGQCGNH,0,0,1,0,0,0,0,0,0
STR-SECGGEYC,0,0,0,1,0,0,0,0,0
DEB-QTGCVTYA,0,0,0,0,1,0,0,0,0
MUS-SGYHCLII,0,0,0,0,0,0,0,1,0
TUM-CLRWDRFQ,0,0,0,0,0,0,1,0,0
ADI-RGQTMVMN,1,0,0,0,0,0,0,0,0
BACK-LSKPQRIQ,0,1,0,0,0,0,0,0,0
LYM-IVHHEVCH,0,0,1,0,0,0,0,0,0
MUS-HPCKAVLR,0,0,0,0,0,0,0,1,0
TUM-CMVLAMKT,0,0,0,0,0,0,1,0,0
DEB-ECGEQKPI,0,0,0,0,1,0,0,0,0
STR-LYERYDCL,0,0,0,1,0,0,0,0,0
MUC-IDSMNEVA,0,0,0,0,0,1,0,0,0
ADI-AMWMDVHN,1,0,0,0,0,0,0,0,0
NORM-TAQPSWDV,0,0,0,0,0,0,0,0,1
BACK-GFVCGPRK,0,1,0,0,0,0,0,0,0
TUM-TQDEPEDY,0,0,0,0,0,0,1,0,0
MUS-DYPQNNIG,0,0,0,0,0,0,0,1,0
LYM-MDKLTMEE,0,0,1,0,0,0,0,0,0
DEB-SSFKLNIE,0,0,0,0,1,0,0,0,0
STR-GYHIKISS,0,0,0,1,0,0,0,0,0
ADI-NVTMESWI,1,0,0,0,0,0,0,0,0
BACK-MDILVELT,0,1,0,0,0,0,0,0,0
MUC-NESMARPI,0,0,0,0,0,1,0,0,0
TUM-NAEVNVHR,0,0,0,0,0,0,1,0,0
MUS-KLISQQVD,0,0,0,0,0,0,0,1,0
NORM-LSQGYNQK,0,0,0,0,0,0,0,0,1
LYM-GVLISNYW,0,0,1,0,0,0,0,0,0
DEB-KPRTNKTK,0,0,0,0,1,0,0,0,0
STR-QMSWYQTG,0,0,0,1,0,0,0,0,0
TUM-VPVKFGDN,0,0,0,0,0,0,1,0,0
ADI-FDSDGHCL,1,0,0,0,0,0,0,0,0
